id,url,timestamp_crawl,title,release_date,budget,gross_usa,runtime
CR00061,https://www.imdb.com/title/tt0120903/?ref_=adv_li_tt,2020-01-23T11:24:27,X-Men,14 July 2000; 22 January 2020; 22 January 2020; 22 January 2020; 01 May 2018; 27 Apr 2018; 06 Apr 2015; 21 Apr 2015;  2020; 29 Aug 2011;  the 1960;  the 1980; 14 July 2000; 16 July 2000; 13 May 2014; 17 July 2000; 14 July 2000,"$75,000,000","$157,299,718",104 min
CR00062,https://www.imdb.com/title/tt1446714/?ref_=adv_li_tt,2020-01-23T11:24:27,Prometheus,8 June 2012; 22 January 2020; 15 January 2020; 23 December 2019; 04 Oct 2017; 02 Mar 2017; 08 Dec 2014;  of 2012; 09 Dec 2013;  Oscars 2013; 13 Jun 2013;  2020;  in 1997; 8 June 2012; 10 June 2012; 1 June 2012; 8 June 2012,"$130,000,000","$126,477,084",124 min
CR00063,https://www.imdb.com/title/tt2543164/?ref_=adv_li_tt,2020-01-23T11:24:27,Arrival,11 November 2016; 23 January 2020; 18 January 2020; 18 January 2020; 20 Jul 2018; 19 Jun 2018; 19 Jun 2018; 23 Feb 2018; 23 Feb 2018;  Awards 2017;  Oscars 2017;  Year 2049;  Runner 2049;  the 1820; 11 November 2016; 13 November 2016; 5 January 2017;  of 2016;  of 2016; 11 November 2016,"$47,000,000","$100,546,139",116 min
CR00064,https://www.imdb.com/title/tt0948470/?ref_=adv_li_tt,2020-01-23T11:24:27,The Amazing Spider-Man,3 July 2012; 20 January 2020; 16 January 2020; 16 January 2020; 17 Oct 2018; 27 Apr 2018; 01 Sep 2017; 21 Nov 2016; 28 May 2018; 20 Jun 2013;  Movie 2004;  the 1960; 3 July 2012;  1000; 8 July 2012; 15 July 2012; 3 July 2012,"$230,000,000","$262,030,663",136 min
CR00065,https://www.imdb.com/title/tt0478970/?ref_=adv_li_tt,2020-01-23T11:24:27,Ant-Man,17 July 2015; 19 January 2020; 19 January 2020; 18 January 2020; 27 Apr 2018; 10 Mar 2018;  2015; 27 Oct 2017;  2015; 18 May 2015;  the 2010;  From 2010;  Summer 2015; 17 July 2015; 19 July 2015; 21 July 2015;  the 1987; 17 July 2015,"$130,000,000","$180,202,163",117 min
CR00066,https://www.imdb.com/title/tt3501632/?ref_=adv_li_tt,2020-01-23T11:24:27,Thor: Ragnarok,3 November 2017; 19 January 2020; 17 January 2020; 17 January 2020;  SERIES 2020; 11 Dec 2018; 06 Sep 2018;  of 2017;  Best 2010;  From 2010; 3 November 2017; 5 November 2017; 23 June 2018; 3 November 2017,"$180,000,000","$315,058,289",130 min
CR00067,https://www.imdb.com/title/tt2527336/?ref_=adv_li_tt,2020-01-23T11:24:27,Star Wars: Episode VIII - The Last Jedi,15 December 2017; 23 January 2020; 23 January 2020; 23 January 2020; 08 Oct 2018; 13 Jun 2018; 16 Mar 2018; 18 Dec 2018; 18 Mar 2018;  2017; 24 Jan 2017;  Releases 2015;  2017;  Fall 2017;  Club 2017;  Oscars 2018;  in 1964; 15 December 2017; 17 December 2017; 16 March 2019; 15 December 2017,"$317,000,000","$620,181,382",152 min
CR00068,https://www.imdb.com/title/tt3896198/?ref_=adv_li_tt,2020-01-23T11:24:27,Guardians of the Galaxy Vol. 2,5 May 2017; 20 January 2020; 20 January 2020; 19 January 2020; 10 Nov 2011;  2017; 11 Oct 2018;  2017; 24 Jan 2017;  from 2017; 27 Apr 2017;  Releases 2015;  2017; 5 May 2017; 7 May 2017; 20 August 2017; 5 May 2017,"$200,000,000","$389,813,101",136 min
CR00069,https://www.imdb.com/title/tt0316654/?ref_=adv_li_tt,2020-01-23T11:24:27,Spider-Man 2,30 June 2004; 21 January 2020; 20 January 2020; 18 January 2020; 17 Oct 2018; 27 Apr 2018; 01 Sep 2017; 20 Jan 2017; 03 May 2018;  2020; 29 Aug 2011;  the 1960; 30 June 2004; 4 July 2004;  in 2009; 30 June 2004,"$88,156,227,","$783,766,341",127 min; 135 min
CR00070,https://www.imdb.com/title/tt3748528/?ref_=adv_li_tt,2020-01-23T11:24:27,Rogue One: A Star Wars Story,16 December 2016;  1140; 23 January 2020; 23 January 2020; 23 January 2020; 09 Jun 2018; 08 Feb 2018; 08 Jun 2017; 18 Mar 2018; 04 Jan 2016; 23 Sep 2018; 15 May 2017;  for 2016;  all 1140; 16 December 2016; 18 December 2016; 25 May 2018; 16 December 2016,"$200,000,000","$532,177,324",133 min
CR00071,https://www.imdb.com/title/tt0451279/?ref_=adv_li_tt,2020-01-23T11:24:27,Wonder Woman,2 June 2017; 22 January 2020; 21 January 2020; 20 January 2020; 17 Oct 2018;  2017; 07 Jun 2018; 04 Apr 2018;  of 2017; 12 Feb 2018;  Filmes 2020;  2017; 11 Oct 2018;  2017;  2017;  Releases 2017;  Office 2017; to 1453; 2 June 2017; 4 June 2017;  2019;  the 1970; 2 June 2017;  in 1941; 2 June 2017,"$149,000,000","$412,563,408",141 min
CR00072,https://www.imdb.com/title/tt1276104/?ref_=adv_li_tt,2020-01-23T11:24:27,Looper,28 September 2012;  In 2074; 13 January 2020; 10 January 2020; 07 January 2020; 13 Sep 2017;  Choice 2013; 13 Jun 2013;  of 2012; 13 Jun 2013;  of 2012; 13 Jun 2013; 13 Jun 2013; 12 Aug 2018; 27 Apr 2013;  2020;  year 2154;  In 2035; 28 September 2012; 30 September 2012; 24 September 2012;  since 2009; 28 September 2012,"$30,000,000","$66,486,205",113 min
CR00073,https://www.imdb.com/title/tt0116629/?ref_=adv_li_tt,2020-01-23T11:24:27,Independence Day,3 July 1996; 17 January 2020; 17 January 2020; 17 January 2020; 25 Oct 2017; 20 Jan 2017; 16 Jun 2016; 01 Oct 2015;  voir 1990; 05 Oct 2018; 03 May 2018; 18 May 2017;  In 2035;  in 1969; 3 July 1996; 7 July 1996;  from 1943;  in 1999;  1998; 14 January 2010; 3 July 1996,"$75,000,000","$306,169,268",145 min; 154 min
CR00074,https://www.imdb.com/title/tt1219289/?ref_=adv_li_tt,2020-01-23T11:24:27,Limitless,18 March 2011; 21 January 2020; 28 November 2019; 26 November 2019; 16 Dec 2017; 31 Dec 2018; 09 Feb 2017;  Fall 2015;  Fall 2015;  In 2074;  In 2035; 18 March 2011; 20 March 2011; 28 August 2011; 18 March 2011,"$27,000,000","$79,249,455",105 min
CR00075,https://www.imdb.com/title/tt1798709/?ref_=adv_li_tt,2020-01-23T11:24:27,Her,10 January 2014; 20 January 2020; 20 January 2020; 16 January 2020; 06 Jun 2016; 01 Mar 2016; 04 Feb 2016; 03 Feb 2016; 26 Feb 2016; 03 Apr 2015; 22 Jan 2019; 28 Feb 2018;  Best 2010;  In 1985;  in 1936;  the 1820; 10 January 2014; 22 December 2013; 18 December 2013;  in 2013;  of 2013; 10 January 2014,"$23,000,000","$25,568,251",126 min
CR00076,https://www.imdb.com/title/tt0290334/?ref_=adv_li_tt,2020-01-23T11:24:27,X2: X-Men United,2 May 2003;  Scrapped 2003; 27 November 2019;  Unmade 2003; 26 November 2019; 10 August 2019; 01 May 2018; 27 Apr 2018; 01 Sep 2017; 06 Apr 2015; 21 Apr 2015;  of 2003; 15 Dec 2014;  2020;  Award 2017;  the 1960;  the 1980; 2 May 2003; 4 May 2003; 5 May 2003; 2 May 2003,"$110,000,000","$214,949,694",134 min
CR00077,https://www.imdb.com/title/tt0119654/?ref_=adv_li_tt,2020-01-23T11:24:27,Men in Black,2 July 1997; 23 January 2020; 17 January 2020; 17 January 2020; 25 Oct 2017;  July 2017; 07 Jul 2017; 13 Jun 2013; 05 Oct 2018; 03 May 2018; 12 Oct 2014;  Best 1997;  in 1969;  In 2035; 2 July 1997; 6 July 1997; 7 August 2000; 2 July 1997,"$90,000,000","$250,690,539",98 min
CR00078,https://www.imdb.com/title/tt0234215/?ref_=adv_li_tt,2020-01-23T11:24:27,The Matrix Reloaded,15 May 2003; 22 January 2020; 22 January 2020; 22 January 2020;  2019; 01 Sep 2017; 23 Jun 2017; 25 Mar 2016;  of 2003; 15 Dec 2014; 26 Oct 2018; 18 Apr 2017; 15 May 2003; 18 May 2003; selling 1965; 8 May 2003,"$91,774,413,","$741,846,459",138 min
CR00079,https://www.imdb.com/title/tt1156398/?ref_=adv_li_tt,2020-01-23T11:24:27,Zombieland,2 October 2009; 23 January 2020; 23 January 2020; 20 January 2020; 21 May 2018; 20 Feb 2018; 19 Oct 2017; 25 Apr 2016;  Vistas 2020;  2020;  from 1975;  of 1989; 2 October 2009; 4 October 2009; 4 April 2010; 2 October 2009,"$23,600,000","$75,590,286",88 min
CR00080,https://www.imdb.com/title/tt0181689/?ref_=adv_li_tt,2020-01-23T11:24:27,Minority Report,21 June 2002; 23 January 2020; 12 January 2020; 20 December 2019; 12 Sep 2018;  June 2017; 28 Jun 2017; 14 Jun 2017;  in 2020;  2002; 20 Mar 2018;  2002; 17 Aug 2014; 23 Jan 2019;  In 2035;  year 2154;  In 2074;  year 2054;  year 2054; 21 June 2002; 23 June 2002;  year 2054; 14 August 2004;  of 2054; 21 June 2002,"$102,000,000","$132,072,926",145 min
CR00081,https://www.imdb.com/title/tt1318514/?ref_=adv_li_tt,2020-01-23T11:24:27,Rise of the Planet of the Apes,5 August 2011; 18 January 2020; 23 December 2019; 13 December 2019; 06 Dec 2015;  from 1975; 09 Feb 2017; 23 Jul 2018;  Oscars 2015;  In 2029; 5 August 2011; 7 August 2011; 2 August 2011;  original 1968;  the 1968; 5 August 2011,"$93,000,000","$176,760,185",105 min
CR00082,https://www.imdb.com/title/tt0409459/?ref_=adv_li_tt,2020-01-23T11:24:27,Watchmen,6 March 2009;  In 1985; 07 September 2019; 06 September 2019; 06 September 2019; 02 Aug 2018; 22 Sep 2017; 07 Oct 2015; 29 Aug 2011;  Runner 2049;  alternate 1985; 6 March 2009; 8 March 2009; 3 March 2009; 6 March 2009,"$130,000,000","$107,509,799",162 min; 186 min; 215 min
CR00083,https://www.imdb.com/title/tt0343818/?ref_=adv_li_tt,2020-01-23T11:24:27,"I, Robot",16 July 2004;  In 2035; 21 January 2020; 10 January 2020; 07 September 2019; 04 Oct 2017; 12 Oct 2014; 12 Apr 2015;  in 1969;  In 2035; 16 July 2004;  3800; 18 July 2004;  in 2035;  in 2012; 16 July 2004; 16 July 2004,"$120,000,000","$144,801,023",115 min
CR00084,https://www.imdb.com/title/tt0413300/?ref_=adv_li_tt,2020-01-23T11:24:27,Spider-Man 3,4 May 2007; 22 January 2020; 20 January 2020; 20 January 2020; 17 Oct 2018; 27 Apr 2018; 01 Sep 2017; 08 Jun 2017; 03 May 2018;  2020;  Movie 2004;  Best 2000;  the 1960; 4 May 2007; 6 May 2007; 22 July 2006;  In 2017; 6 May 2007; 4 May 2007,"$258,000,000","$336,530,303",139 min; 137 min
CR00085,https://www.imdb.com/title/tt2250912/?ref_=adv_li_tt,2020-01-23T11:24:27,Spider-Man: Homecoming,7 July 2017; 22 January 2020; 21 January 2020; 21 January 2020;  2019; 11 Dec 2018; 28 Dec 2018; 10 Nov 2011; 10 Nov 2013;  of 2017;  Office 2014;  Summer 2017; 7 July 2017; 9 July 2017; 9 July 2017; 7 July 2017,"$175,000,000","$334,201,140",133 min
CR00086,https://www.imdb.com/title/tt0411008/?ref_=adv_li_tt,2020-01-23T11:24:27,Lost, 1709;  day 2004;  and 1996;  in 1996; 23 January 2020; 23 January 2020; 21 January 2020;  in 2018; 27 Apr 2018; 17 Aug 2014;  in 2010; 04 Dec 2013;  MEDIAS 2009; 02 Jan 2019; 08 Nov 2018; 04 Nov 2017;  2010;  2009;  2008;  2007;  2006;  2005;  all 1709;  Series 2016;  Series 2010;  Series 2008;  Series 2010;  2004;  2004;  2004;  2004;  2004;  2004;  2004;  2004;  2004;  2006;  2005;  2004;  2004;  2006;  2008; 22 September 2004; 14 December 2004;  the 2004; 22 September 2004,,,"44 min; 5,445 min"
CR00087,https://www.imdb.com/title/tt1483013/?ref_=adv_li_tt,2020-01-23T11:24:27,Oblivion,19 April 2013; 23 January 2020; 24 December 2019; 20 December 2019; 12 Sep 2018; 13 Jun 2013; 13 Jun 2013;  2020; 14 Dec 2017;  Adaptation 2013;  year 2154;  In 2035;  In 2074; 19 April 2013; 21 April 2013; 13 April 2013; 19 April 2013,"$120,000,000","$89,107,235",124 min
CR00088,https://www.imdb.com/title/tt0376994/?ref_=adv_li_tt,2020-01-23T11:24:27,X-Men: The Last Stand,26 May 2006; 12 January 2020; 23 December 2019; 15 December 2019; 17 Oct 2018; 01 May 2018; 27 Apr 2018; 01 Sep 2017; 23 May 2016;  MEDIAS 2009;  2020;  the 2010;  the 1960;  the 1980; 26 May 2006; 28 May 2006; 29 May 2006; 26 May 2006,"$210,000,000","$234,362,462",104 min
CR00089,https://www.imdb.com/title/tt0945513/?ref_=adv_li_tt,2020-01-23T11:24:27,Source Code,1 April 2011; 06 November 2019; 24 October 2019; 10 October 2019; 13 Jun 2013;  SXSW 2011; 13 Jun 2013; 31 Dec 2018; 17 Jun 2013;  Enero 2020;  Noir 2010;  In 2074;  In 2035; 1 April 2011; 3 April 2011; 30 March 2011; 1 April 2011,"$32,000,000","$54,712,227",93 min
CR00090,https://www.imdb.com/title/tt1408101/?ref_=adv_li_tt,2020-01-23T11:24:27,Star Trek Into Darkness,16 May 2013; 23 January 2020;  and 2022; 23 January 2020; 23 January 2020;  in 2018; 27 Apr 2018;  Memoriam 2016; 02 Jan 2017; 26 Feb 2016; 07 Nov 2014;  Nominees 2014; 27 Feb 2014;  2013; 24 Aug 2012;  2013; 09 Feb 2017; 19 Sep 2014;  From 2010;  Best 2010;  in 1986; 16 May 2013;  7000; 19 May 2013;  from 2259;  to 2260; 9 May 2013; 16 May 2013,"$190,000,000","$228,778,661",132 min
CR00091,https://www.imdb.com/title/tt1663662/?ref_=adv_li_tt,2020-01-23T11:24:27,Pacific Rim,12 July 2013; 16 January 2020;  CES 2020; 11 January 2020; 23 December 2019; 25 Oct 2017; 04 Oct 2017; 13 Jun 2013; 13 Jan 2019;  2013; 06 Dec 2014;  2013; 22 Apr 2017;  in 2013;  year 2154; 12 July 2013; 14 July 2013; 27 November 2013; 12 July 2013,"$190,000,000","$101,802,906",131 min
CR00092,https://www.imdb.com/title/tt0458525/?ref_=adv_li_tt,2020-01-23T11:24:27,X-Men Origins: Wolverine,1 May 2009; 23 January 2020; 22 January 2020; 22 January 2020; 01 May 2018; 27 Apr 2018; 10 Feb 2016; 06 Apr 2015;  2020;  2009; 26 Sep 2017; 20 in 2020;  Movie 2004;  the 1960;  the 1980; 1 May 2009; 3 May 2009; 27 July 2013; 1 May 2009,"$150,000,000","$179,883,157",107 min; 119 min
CR00093,https://www.imdb.com/title/tt0096874/?ref_=adv_li_tt,2020-01-23T11:24:27,Back to the Future Part II,22 November 1989;  visiting 2015;  to 1955;  to 1985; 23 January 2020; 08 January 2020; 30 December 2019; 29 Mar 2016; 29 Oct 2015; 18 Sep 2017;  of 1989;  in 1955;  in 1885;  In 1935;  In 1938;  In 1936;  In 1957;  In 1984;  from 2029;  year 2015; 22 November 1989; 26 November 1989;  2014; 5 March 2016;  year 2015;  alternate 1985; 22 November 1989,"$40,000,000","$119,000,002",108 min
CR00094,https://www.imdb.com/title/tt0470752/?ref_=adv_li_tt,2020-01-23T11:24:27,Ex Machina,24 April 2015;  Will 2020;  to 2019; 23 January 2020;  TCA 2020; 21 January 2020; 19 January 2020; 04 Oct 2017; 17 Jan 2017;  Season 2016; 11 Mar 2016; 01 Mar 2016; 01 Mar 2016;  the 2010;  2019; 01 Jan 2019;  Year 2049;  Oscars 2016;  Runner 2049;  the 1820; 24 April 2015; 12 April 2015;  1980; 10 November 2015; 24 April 2015,"$15,000,000","$25,442,958",108 min
CR00095,https://www.imdb.com/title/tt5463162/?ref_=adv_li_tt,2020-01-23T11:24:27,Deadpool 2,18 May 2018; 22 January 2020; 21 January 2020; 21 January 2020;  of 2018;  of 2018; 17 Dec 2018; 15 Dec 2018;  of 2018; 13 Dec 2018;  2018; 21 Sep 2018; 10 Nov 2011;  Theaters 2018; 04 Jan 2018;  2020; 30 Aug 2017;  Favorite 2018;  2018;  Come 2018; 18 May 2018; 20 May 2018;  year 1991;  of 2018; 16 May 2018; 18 May 2018,"$110,000,000","$324,591,735",119 min; 134 min; 117 min
CR00096,https://www.imdb.com/title/tt0289879/?ref_=adv_li_tt,2020-01-23T11:24:27,The Butterfly Effect,23 January 2004; 13 January 2020; 06 January 2020; 06 November 2019; 13 Jun 2013; 16 Dec 2017; 17 Jun 2013;  Best 2000;  In 2074; 23 January 2004; 25 January 2004; 28 July 2007;  from 2004;  the 1980;  the 1990;  1980; 23 January 2004,"$13,000,000","$57,938,693",113 min; 120 min
CR00097,https://www.imdb.com/title/tt0242653/?ref_=adv_li_tt,2020-01-23T11:24:27,The Matrix Revolutions,5 November 2003; 22 January 2020; 22 January 2020; 22 January 2020; 03 May 2018; 26 Oct 2018; 18 Apr 2017; 06 Jan 2019; Video 2003;  In 2035;  2200; 5 November 2003; 9 November 2003; 5 November 2003; 5 November 2003,"$150,000,000","$139,313,948",129 min
CR00098,https://www.imdb.com/title/tt2872732/?ref_=adv_li_tt,2020-01-23T11:24:27,Lucy,25 July 2014; 22 January 2020; 19 January 2020; 18 January 2020; 06 Oct 2017;  of 2014; 05 Jan 2015;  of 2014; 02 Dec 2014;  July 2014; 27 Jun 2014;  Done 2020; 04 Jan 2016;  2020; 27 Nov 2016;  Noir 2010;  Office 2014; 25 July 2014; 27 July 2014;  2014; 15 September 2019; 25 July 2014,"$40,000,000","$126,663,600",89 min
CR00099,https://www.imdb.com/title/tt0800080/?ref_=adv_li_tt,2020-01-23T11:24:27,The Incredible Hulk,13 June 2008; 17 January 2020; 02 January 2020; 31 December 2019; 27 Apr 2018; 06 Apr 2015;  MEDIAS 2009; 16 Jul 2012;  The 2000; 13 June 2008; 15 June 2008; 12 September 2012; 13 June 2008,"$150,000,000","$134,806,913",112 min; 135 min
CR00100,https://www.imdb.com/title/tt0119116/?ref_=adv_li_tt,2020-01-23T11:24:27,The Fifth Element,9 May 1997; 23 December 2019; 16 November 2019; 05 November 2019; 27 Feb 2018;  May 2017; 28 Apr 2017; 26 Feb 2016;  voir 1990; 09 Feb 2017;  the 1990;  Best 1997; 9 May 1997; 11 May 1997; 22 December 2004,"$17,031,345,","$264,029,966",126 min
CR00101,https://www.imdb.com/title/tt1430132/?ref_=adv_li_tt,2020-01-23T11:24:27,The Wolverine,26 July 2013; 22 January 2020; 06 January 2020; 10 December 2019; 01 May 2018; 27 Apr 2018; 10 Feb 2016; 10 Feb 2016; 06 Apr 2015;  2013;  2020;  in 2013;  Movie 2004;  the 2010;  the 1960;  the 1980; 26 July 2013; 28 July 2013; 25 July 2013; 26 July 2013,"$120,000,000","$132,556,852",126 min; 138 min
CR00102,https://www.imdb.com/title/tt1856101/?ref_=adv_li_tt,2020-01-23T11:24:27,Blade Runner 2049, Runner 2049; 6 October 2017; 23 January 2020; 23 January 2020; 23 January 2020;  2018; 05 Mar 2018;  2018; 22 Feb 2018;  2018; 23 Jan 2018;  in 2017; 22 Dec 2017;  2019;  Runner 2049;  Runner 2049;  Oscars 2018;  Oscars 2018;  Runner 2049;  Runner 2049;  the 1820; 6 October 2017; 8 October 2017;  Runner 2049; 4 October 2017;  Runner 2049; s 2049; s 2049;  2049;  Runner 2049;  because 2049; 6 October 2017,"$150,000,000","$92,054,159",164 min
CR00103,https://www.imdb.com/title/tt1840309/?ref_=adv_li_tt,2020-01-23T11:24:27,Divergent,21 March 2014; 20 January 2020; 06 January 2020; 18 December 2019; 02 May 2018;  of 2014; 05 Jan 2015;  of 2014; 09 Dec 2014;  of 2014; 01 Sep 2015;  with 2014; 09 Sep 2014; 13 Feb 2018; 29 Jul 2018; 13 Jan 2018;  Best 2010; 21 March 2014; 23 March 2014; 29 July 2014; 21 March 2014,"$85,000,000","$150,947,895",139 min
CR00104,https://www.imdb.com/title/tt1535108/?ref_=adv_li_tt,2020-01-23T11:24:27,Elysium,9 August 2013;  year 2154; 31 December 2019; 30 December 2019; 30 December 2019; 13 Jun 2013; Anticipated 2013; 13 Jun 2013;  2013; 02 Dec 2014; 09 Feb 2018; 13 Jul 2011; 11 Nov 2014;  In 2035;  In 2074;  year 2154; 9 August 2013; 11 August 2013; 19 August 2013; 9 August 2013,"$115,000,000","$93,050,117",109 min
CR00105,https://www.imdb.com/title/tt1872181/?ref_=adv_li_tt,2020-01-23T11:24:27,The Amazing Spider-Man 2,2 May 2014; 20 January 2020; 18 January 2020; 17 January 2020; 27 Apr 2018; 06 Apr 2015;  of 2014; 05 Jan 2015; 13 Jun 2013; 24 Aug 2011;  2014; 30 Jun 2017; 08 Aug 2015;  Spring 2014;  of 2014;  of 2014;  the 1960;  the 1980; 2 May 2014; 4 May 2014; 3 June 2014; 2 May 2014,"$200,000,000","$202,853,933",142 min
CR00106,https://www.imdb.com/title/tt2103281/?ref_=adv_li_tt,2020-01-23T11:24:27,Dawn of the Planet of the Apes,11 July 2014; 16 January 2020; 03 December 2019; 03 December 2019; 01 Sep 2017;  of 2014; 05 Jan 2015;  July 2014; 27 Jun 2014; 29 Mar 2014;  2019; 09 Feb 2017; 23 Jul 2018;  Office 2014;  of 2017;  Noir 2010;  In 2029; 11 July 2014; 13 July 2014;  apocalyptic 2029; 10 July 2014; 11 July 2014,"$170,000,000","$208,545,589",130 min
CR00107,https://www.imdb.com/title/tt0407304/?ref_=adv_li_tt,2020-01-23T11:24:27,War of the Worlds,29 June 2005; 21 January 2020; 17 October 2019; 15 October 2019; 12 Sep 2018; 30 Jul 2018; 25 Oct 2017; 01 Sep 2017; 28 May 2018; 23 Jan 2019;  Since 2000;  In 2035;  year 2154; 29 June 2005; 3 July 2005; 20 July 2005;  1890;  year 2004;  1953; 29 June 2005,"$132,000,000","$234,280,354",116 min
CR00108,https://www.imdb.com/title/tt1790864/?ref_=adv_li_tt,2020-01-23T11:24:27,The Maze Runner,19 September 2014; 19 January 2020; 17 January 2020; 13 December 2019; 02 May 2018;  September 2014; 22 Sep 2014; Con 2014; 19 Jul 2014; 16 Dec 2017; 16 Feb 2014;  2014; 30 Jun 2017; 06 May 2016;  In 2015; 19 September 2014; 21 September 2014; 18 September 2014; 19 September 2014,"$34,000,000","$102,427,862",113 min
CR00109,https://www.imdb.com/title/tt0319262/?ref_=adv_li_tt,2020-01-23T11:24:27,The Day After Tomorrow,28 May 2004; 22 January 2020; 17 January 2020; 17 January 2020; 01 Sep 2017; 21 Apr 2017; 10 Feb 2016; 16 Feb 2014; 23 Sep 2018; 01 Jun 2018; 03 Jun 2016;  2012;  In 2035;  in 1969; 28 May 2004; 30 May 2004;  copyrighted 2004;  2003;  the 1970; 31 May 2004;  a 1970;  than 1970;  the 1970; 28 May 2004,"$125,000,000","$186,740,799",124 min
CR00110,https://www.imdb.com/title/tt2193021/?ref_=adv_li_tt,2020-01-23T11:24:27,Arrow, 3267;  CW 2019; 23 January 2020; 23 January 2020; 22 January 2020; Nov 2019; Con 2019; 25 Oct 2014; 10 Oct 2018; 14 Oct 2017; 30 Jun 2018; Con 2016;  2020;  2019;  2018;  2017;  2016;  2015;  all 3267;  Series 2014;  Series 2016;  Series 2015;  Series 2015;  Series 2005;  Series 2010;  Series 2018;  Series 2016;  Series 2013;  Series 2019;  2012;  2012;  2012;  2012;  2012;  2012;  2013;  2016;  2015;  2012; 10 October 2012; 19 June 2016; 10 October 2012,,,42 min
CR00111,https://www.imdb.com/title/tt1951265/?ref_=adv_li_tt,2020-01-23T11:24:27,The Hunger Games: Mockingjay - Part 1,21 November 2014; 24 September 2019; 21 July 2019;  In 2020; 17 June 2019; 30 Jul 2018; 13 Jun 2018; 02 May 2018; 08 Jun 2017; 09 Nov 2016; 26 Mar 2018; 16 Feb 2014; 04 Jan 2015;  Office 2014; 21 November 2014; 23 November 2014; 4 December 2014; 21 November 2014,"$125,000,000","$337,135,885",123 min
CR00112,https://www.imdb.com/title/tt4154664/?ref_=adv_li_tt,2020-01-23T11:24:27,Captain Marvel,8 March 2019; 23 January 2020; 23 January 2020; 12 January 2020;  of 2019;  of 2019;  2019;  of 2019;  Worst 2019; 11 Aug 2018; 18 Mar 2018; 8 March 2019; 10 March 2019;  in 1995;  before 2008;  in 1946; 6 March 2019; 8 March 2019,"$175,000,000","$426,829,839",123 min
CR00113,https://www.imdb.com/title/tt2245084/?ref_=adv_li_tt,2020-01-23T11:24:27,Big Hero 6,7 November 2014; 22 January 2020; 06 January 2020; 23 December 2019; 01 May 2018; 27 Apr 2018;  in 2018; 27 Apr 2018; 04 Oct 2017; 17 Jun 2013; 29 Aug 2011;  2014; 30 Jun 2017; 27 Dec 2018;  Best 2010;  Oscars 2015; 7 November 2014; 9 November 2014; 8 February 2015; 7 November 2014,"$165,000,000","$222,527,828",102 min
CR00114,https://www.imdb.com/title/tt0120591/?ref_=adv_li_tt,2020-01-23T11:24:27,Armageddon,1 July 1998; 21 January 2020; 20 January 2020; 17 January 2020;  2020; 15 Sep 2018; 09 Feb 2017;  the 1990;  In 2035;  in 1969; 1 July 1998; 5 July 1998; 15 January 2005,"$36,089,972,","$553,709,788",151 min; 153 min
CR00115,https://www.imdb.com/title/tt2085059/?ref_=adv_li_tt,2020-01-23T11:24:27,Black Mirror,23 January 2020; 22 January 2020; 22 January 2020;  of 2019;  2019;  in 2017; 13 Feb 2017;  tvshows 2008; 25 Oct 2014;  Favorite 2018;  2019;  2017;  2016;  2014;  2013;  2011;  Series 2016;  Series 2013;  Series 2010;  April 1986;  Series 2013;  in 1919;  Series 2011;  Series 2019;  Series 2010;  2011;  2011;  2016;  2014;  2016; 4 December 2011; 11 June 2019; 4 December 2011,"$320,000",»,60 min
CR00116,https://www.imdb.com/title/tt0099088/?ref_=adv_li_tt,2020-01-23T11:24:27,Back to the Future Part III,25 May 1990;  in 1955;  in 1885; 22 January 2020; 22 January 2020;  February 2020; 22 January 2020; 20 Jan 2019; 18 Sep 2017;  visiting 2015;  to 1955;  to 1985;  In 1935;  In 1938;  In 1957;  In 1936;  In 1984;  from 2029;  in 1955;  year 1955;  year 1885; 25 May 1990; 27 May 1990;  in 1885;  in 1985;  in 1985;  to 1985;  original 2002;  by 2003;  the 2009;  until 1895; 2 March 2018;  in 1885;  year 1955; 25 May 1990,"$40,000,000","$88,277,583",118 min
CR00117,https://www.imdb.com/title/tt1399103/?ref_=adv_li_tt,2020-01-23T11:24:27,Transformers: Dark of the Moon,29 June 2011; 06 December 2019; 06 December 2019;  December 2019; 02 December 2019; 18 Apr 2018; 25 Oct 2017; 04 Oct 2017; 01 Sep 2017; 18 Mar 2018; 07 Jul 2018; 06 Jan 2019; 23 Feb 2015;  year 1969; 29 June 2011; 3 July 2011; 18 September 2012; 29 June 2011,"$195,000,000","$352,390,543",154 min
CR00118,https://www.imdb.com/title/tt0475784/?ref_=adv_li_tt,2020-01-23T11:24:27,Westworld,23 January 2020; 22 January 2020; 22 January 2020;  2019;  in 2017;  2019; Con 2019;  the 2019; 05 Jan 2019; 03 Jul 2013; 13 Feb 2017; 19 Oct 2018;  tvshows 2008; Con 2019;  2020;  2018;  2016;  Series 2014;  Series 2010;  Series 2011;  Series 2014;  Series 2016;  Series 2015;  Series 2017;  Series 2017;  late 1970;  2016;  2016;  2016;  2016;  2016;  2016;  2016;  2016;  2016;  2016;  2016;  2016;  2016;  2016;  2016; 2 October 2016; 29 November 2016; 2 October 2016,"$100,000,000",»,62 min
